index ,restaurant_id ,list_position ,total_available_restaurants ,estimate_delivery_time ,menu_category   ,star_rating ,purchasers
8354,700,1,30,10,american        ,          5 ,35
27897,203,20,25,25,thai            ,            ,42
22988,391,11,12,35,turkish         ,            ,48
21024,665,15,24,25,italian         ,            ,42
28329,2716,20,22,10,indian          ,            ,30
2836,3043,6,15,15,italian         ,            ,63
11456,2660,28,47,25,italian         ,            ,45
7214,1336,1,8,10,american        ,          5 ,56
7606,19,0,10,10,american        ,            ,48
976,734,24,46,15,italian         ,          5 ,77
2269,1379,1,6,20,japanese        ,          5 ,60
3771,1770,3,48,15,american        ,          5 ,36
20281,2932,6,8,10,mexican         ,          5 ,30
14985,275,35,47,25,italian         ,          5 ,78
133,997,6,16,20,italian         ,          5 ,40
10132,2138,10,12,20,italian         ,            ,40
22729,2739,14,14,35,american        ,            ,35
582,1188,12,19,15,american        ,            ,30
27136,1669,6,40,10,american        ,          4 ,35
9717,2782,7,37,30,indian          ,          4 ,48
9036,1138,1,17,10,mexican         ,          5 ,40
15993,192,52,56,20,italian         ,            ,42
394,2518,7,9,15,american        ,            ,42
10219,2883,33,33,35,indian          ,            ,40
20746,2600,29,39,30,italian         ,            ,42
24629,548,31,31,25,indian          ,            ,42
20206,2560,7,31,15,mexican         ,          4 ,45
8402,1218,29,29,15,american        ,            ,288
17726,2259,3,11,10,american        ,          5 ,56
8184,1396,34,49,20,italian         ,          4 ,30
28121,2630,16,17,30,american        ,            ,90
11427,496,22,24,30,american        ,          4 ,30
4614,2843,34,35,30,indian          ,            ,30
16608,2288,13,15,20,asian           ,          5 ,126
22661,2828,62,63,45,italian         ,            ,63
8594,2891,13,14,30,mexican         ,            ,40
14169,2267,6,21,20,italian         ,          5 ,30
26720,2762,19,20,20,indian          ,            ,36
19517,1418,15,18,25,italian         ,            ,35
19120,595,50,50,35,italian         ,            ,45
27715,2392,9,15,20,italian         ,          5 ,66
12191,2525,11,17,30,european        ,            ,63
21918,317,10,14,20,european        ,          5 ,63
2909,759,11,87,10,italian         ,          4 ,40
21972,1171,9,26,20,thai            ,          5 ,45
8072,143,24,36,20,american        ,          5 ,40
23182,2221,20,29,10,indian          ,            ,45
18808,1985,5,40,15,japanese        ,          5 ,30
15891,106,6,8,20,american        ,            ,35
22998,342,33,34,35,indian          ,            ,126
5265,190,21,22,30,indian          ,            ,45
6164,1037,10,38,25,american        ,          3 ,63
27282,2506,9,19,45,indian          ,          4 ,64
5482,1227,9,10,15,italian         ,            ,80
27420,2042,4,53,15,american        ,          4 ,64
24805,1753,8,8,30,american        ,            ,40
6896,687,16,34,30,turkish         ,            ,54
26164,2626,36,40,30,thai            ,            ,49
17194,734,26,53,10,italian         ,          5 ,42
18769,2620,12,17,20,italian         ,            ,49
14318,3014,1,10,10,american        ,          5 ,45
13601,921,16,30,15,italian         ,          3 ,45
2651,467,11,15,20,indian          ,            ,35
19994,1188,14,19,10,american        ,            ,56
28392,2843,24,26,35,indian          ,            ,35
8790,2035,11,12,20,american        ,            ,48
15346,912,6,11,15,american        ,          5 ,54
3191,407,15,19,35,italian         ,            ,40
9895,2057,26,27,20,american        ,            ,48
12350,2558,12,13,35,american        ,            ,96
3651,1131,0,17,15,american        ,          4 ,60
19510,1851,6,22,15,indian          ,          4 ,45
20733,1313,8,18,10,american        ,          5 ,45
26237,288,13,22,15,american        ,            ,63
5977,2731,31,46,20,indian          ,          5 ,30
3371,125,11,13,25,indian          ,            ,63
27665,2731,29,52,20,indian          ,          5 ,35
20586,1635,4,30,10,mexican         ,          5 ,35
9605,812,10,43,20,american        ,          5 ,30
22470,1396,16,23,20,italian         ,          4 ,36
1765,2508,20,38,30,indian          ,          4 ,54
24624,392,14,16,30,lebanese        ,            ,48
23134,2428,7,8,20,pizza           ,          5 ,45
23550,2042,2,30,15,american        ,          4 ,90
20076,1714,24,30,20,american        ,          1 ,48
15630,2596,41,46,20,indian          ,            ,77
7904,2769,30,30,40,pizza           ,            ,154
13335,1234,40,46,15,indian          ,            ,48
18121,429,30,43,30,italian         ,          4 ,45
14693,864,1,20,10,american        ,          5 ,45
13452,450,5,45,15,italian         ,          5 ,72
13994,232,6,10,15,american        ,            ,48
11540,2769,22,22,40,pizza           ,            ,54
17953,660,14,25,20,indian          ,            ,40
16847,2685,9,19,20,american        ,          5 ,54
17128,1145,1,40,20,american        ,          4 ,40
8415,2892,22,24,20,indian          ,            ,91
23083,2259,3,7,15,american        ,          5 ,64
8818,698,4,18,15,american        ,          4 ,48
6285,1372,1,29,15,japanese        ,          4 ,48
20991,2883,61,62,35,indian          ,            ,45
12945,973,2,35,15,american        ,          3 ,35
19096,1331,23,26,10,american        ,            ,77
8537,2221,9,10,15,indian          ,            ,90
15652,422,35,35,25,indian          ,            ,423
12727,1696,41,57,20,american        ,          4 ,42
21218,2893,13,25,15,italian         ,            ,36
24544,2595,27,35,20,indian          ,            ,35
10472,1549,4,5,15,american        ,            ,45
20900,2200,55,55,25,italian         ,            ,312
4327,812,10,50,15,american        ,          5 ,40
27112,888,13,24,15,italian         ,            ,90
8588,1547,10,11,20,american        ,            ,42
24745,68,10,13,35,indian          ,          1 ,42
13307,2588,7,26,25,pizza           ,          3 ,56
24794,70,7,9,20,american        ,            ,54
3642,2547,7,42,20,vietnamese      ,          5 ,40
15800,592,12,12,20,italian         ,            ,35
9035,3011,58,61,30,indian          ,            ,30
26765,2110,31,31,35,indian          ,            ,63
22,2087,23,34,10,thai            ,          4 ,81
3719,698,3,18,20,american        ,          4 ,54
13392,1396,8,12,15,italian         ,          4 ,63
2903,855,4,9,20,italian         ,            ,30
23302,947,4,53,30,japanese        ,          4 ,54
5535,453,7,43,10,thai            ,          5 ,63
19277,2883,63,64,45,indian          ,            ,30
11043,1076,6,16,15,thai            ,            ,80
15352,727,8,14,20,italian         ,          5 ,56
780,188,45,46,25,indian          ,            ,42
19877,1892,3,7,15,mexican         ,          4 ,45
22718,97,17,19,25,italian         ,            ,35
24210,1143,22,46,15,american        ,          5 ,40
24938,1977,37,46,15,italian         ,            ,35
3432,2373,15,20,20,italian         ,            ,30
17208,2461,4,9,25,italian         ,          4 ,40
19459,547,50,66,10,turkish         ,            ,42
3623,2858,13,31,20,thai            ,            ,84
4260,853,38,77,20,mexican         ,            ,30
4726,380,8,13,30,indian          ,          5 ,45
1470,821,5,13,20,italian         ,          1 ,40
13323,2466,18,22,40,indian          ,            ,96
19516,1710,4,35,10,american        ,          4 ,45
23406,1658,22,32,15,italian         ,          5 ,54
8425,2654,13,14,25,indian          ,            ,144
369,678,4,29,10,greek           ,          5 ,35
26149,2098,2,32,20,american        ,          4 ,35
11786,228,2,3,15,american        ,          5 ,35
13113,1711,2,34,10,american        ,          4 ,36
9492,2429,7,15,30,thai            ,          5 ,56
28404,1519,2,22,15,american        ,          4 ,45
11385,757,28,53,15,indian          ,          4 ,40
19408,2110,30,30,25,indian          ,            ,30
26197,741,15,69,50,american        ,          5 ,40
18106,2993,36,44,20,italian         ,            ,36
27605,710,6,43,20,american        ,          4 ,72
4061,371,6,52,15,japanese        ,          5 ,56
10684,1352,4,80,15,american        ,          4 ,54
1825,2421,7,23,20,italian         ,          5 ,42
27771,2741,14,15,30,indian          ,            ,544
10973,476,28,31,15,indian          ,          2 ,45
25621,1108,6,14,10,italian         ,          4 ,98
25355,1163,27,28,15,lebanese        ,            ,63
3759,1416,26,42,10,italian         ,            ,54
3233,2654,26,28,35,indian          ,            ,72
18303,306,6,29,10,american        ,          4 ,72
7247,511,28,34,10,turkish         ,          5 ,45
17954,698,7,43,20,american        ,          4 ,35
1832,523,31,39,20,american        ,          5 ,48
8540,2803,29,40,15,italian         ,          3 ,72
1243,2001,9,11,20,indian          ,            ,35
19254,1262,7,13,15,italian         ,          5 ,40
19733,1014,2,39,20,american        ,          4 ,78
19369,28,26,31,10,american        ,          5 ,42
4657,1560,9,32,15,american        ,          5 ,90
19972,1447,15,17,25,italian         ,          1 ,42
8999,880,7,31,15,italian         ,          4 ,42
11915,543,6,7,25,italian         ,          5 ,63
24807,118,19,22,15,indian          ,            ,35
8344,930,9,54,15,italian         ,          4 ,54
26017,23,44,50,25,italian         ,            ,36
8894,2084,4,13,20,lebanese        ,          5 ,80
7491,2436,3,20,20,american        ,          1 ,40
25445,152,9,38,10,italian         ,          4 ,30
18162,1870,2,24,25,american        ,          4 ,45
11860,1665,22,26,10,lebanese        ,            ,63
26363,2519,13,13,25,italian         ,            ,54
14773,2731,15,22,15,indian          ,          5 ,30
17607,411,11,12,25,indian          ,            ,35
1778,2723,10,12,20,american        ,            ,40
26267,1937,17,18,20,italian         ,            ,48
15112,1998,36,52,15,american        ,          2 ,48
11134,828,4,68,15,american        ,          4 ,35
13073,1735,1,22,20,american        ,          3 ,48
21349,2825,19,23,30,indian          ,            ,30
24674,472,12,19,15,italian         ,            ,48
13864,1044,18,35,10,mexican         ,          4 ,40
14491,2598,15,17,35,italian         ,          5 ,48
26477,472,30,44,20,italian         ,            ,56
17133,1936,31,43,20,indian          ,          5 ,63
7272,2642,27,28,30,italian         ,            ,35
17644,2389,33,33,25,pizza           ,            ,126
18273,2318,30,34,10,american        ,          5 ,105
14780,2548,16,27,25,indian          ,          4 ,40
20682,724,2,10,20,lebanese        ,          4 ,63
17096,1863,7,22,15,thai            ,          5 ,35
12471,680,16,45,30,indian          ,          3 ,70
16620,2581,5,5,35,indian          ,            ,40
20849,2029,19,58,15,indian          ,          5 ,48
22436,165,11,11,35,indian          ,            ,104
13661,78,2,34,15,american        ,          4 ,54
20666,1473,4,42,10,american        ,          5 ,49
3294,898,1,5,10,italian         ,          5 ,35
379,2710,18,20,35,pizza           ,          3 ,120
11485,2684,39,52,20,pizza           ,          3 ,135
14248,2523,12,17,30,indian          ,          5 ,64
11883,2364,3,16,15,american        ,          4 ,60
3846,1621,10,15,10,american        ,            ,88
15052,1750,1,3,20,american        ,          4 ,35
22407,2782,5,23,35,indian          ,          4 ,35
13778,690,32,50,40,american        ,            ,36
27847,2785,6,6,25,indian          ,            ,189
18179,136,12,15,20,american        ,            ,66
23854,31,1,10,20,american        ,          5 ,36
13040,2375,8,20,20,american        ,          4 ,40
5025,416,50,55,35,indian          ,            ,35
14030,1665,13,15,20,lebanese        ,            ,45
12271,1813,23,40,10,american        ,            ,30
1659,390,48,59,20,italian         ,            ,70
213,2024,28,42,15,american        ,          5 ,56
23464,2566,8,37,15,italian         ,          3 ,30
27709,2056,4,22,10,italian         ,          5 ,120
15899,61,0,1,20,turkish         ,          4 ,30
8527,449,27,28,35,indian          ,            ,48
18551,1989,16,18,10,american        ,            ,63
15763,202,48,48,25,indian          ,          3 ,54
13902,441,52,69,10,italian         ,            ,54
14196,1976,2,36,10,american        ,          4 ,77
793,506,1,2,20,american        ,            ,54
16618,2559,8,10,20,american        ,            ,40
21496,574,15,20,10,indian          ,          3 ,99
20450,1581,11,14,15,indian          ,            ,90
16594,360,9,11,20,greek           ,          5 ,30
9331,1626,4,17,20,american        ,          5 ,42
28401,2247,28,30,20,indian          ,            ,48
27701,512,2,12,15,american        ,          5 ,54
4499,1044,15,30,10,mexican         ,          4 ,63
9506,168,5,12,40,american        ,          5 ,45
2414,2098,3,50,15,american        ,          4 ,60
25455,1829,11,18,40,italian         ,          4 ,42
835,2699,10,13,15,american        ,          5 ,84
9064,2066,15,20,30,lebanese        ,          3 ,40
9456,864,4,56,10,american        ,          5 ,45
9811,2049,29,30,20,pizza           ,            ,48
12538,2842,5,29,20,vietnamese      ,          5 ,108
13290,1220,7,22,20,american        ,          3 ,54
13164,2530,21,27,40,thai            ,          5 ,36
1221,881,27,38,25,italian         ,          4 ,40
12956,1365,22,38,20,indian          ,            ,45
9958,2392,6,10,15,italian         ,          5 ,72
17415,2771,31,31,35,mexican         ,            ,45
11376,2407,10,14,10,indian          ,          5 ,63
26943,1918,4,30,10,american        ,          4 ,36
18386,538,18,20,35,italian         ,            ,30
5610,496,40,40,35,american        ,          4 ,42
11908,1939,4,36,10,mexican         ,          4 ,30
4582,1643,16,30,25,indian          ,          5 ,54
24439,1962,4,4,20,south indian    ,            ,42
10293,1262,17,26,15,italian         ,          5 ,56
9678,1125,8,28,10,italian         ,          4 ,81
2524,2028,14,24,15,indian          ,          5 ,40
14183,2079,1,23,15,american        ,          5 ,48
26745,82,10,17,20,american        ,            ,54
19463,290,5,17,10,american        ,          5 ,36
7461,2215,10,58,10,american        ,          5 ,30
4783,2057,19,19,15,american        ,            ,54
4382,1603,4,50,10,mexican         ,          4 ,42
19671,3011,38,40,30,indian          ,            ,45
21123,2033,26,30,20,indian          ,            ,36
14436,2361,2,18,20,american        ,          4 ,48
7643,841,3,7,10,italian         ,            ,63
6453,2514,22,32,20,indian          ,          5 ,45
18550,23,39,52,35,italian         ,            ,49
8810,2617,8,13,20,italian         ,          3 ,42
28247,162,3,4,30,italian         ,            ,42
19654,1861,15,41,20,indian          ,          5 ,36
27389,1910,3,5,20,italian         ,          5 ,48
28344,2516,27,33,40,pizza           ,            ,56
10619,884,13,59,15,italian         ,          4 ,45
14941,2561,6,20,15,japanese        ,          5 ,48
12963,31,5,23,20,american        ,          5 ,56
7638,1397,1,19,15,american        ,          5 ,88
16034,1131,0,17,10,american        ,          4 ,72
10197,2400,38,40,20,italian         ,            ,48
6855,2854,70,77,35,indian          ,          4 ,54
10620,2107,3,47,15,american        ,          3 ,45
11240,1397,1,26,20,american        ,          5 ,126
1387,2599,40,42,35,american        ,            ,108
25217,2487,11,23,30,italian         ,          5 ,30
556,1805,10,34,15,italian         ,          3 ,30
18706,1438,12,38,20,american        ,          4 ,30
16705,500,2,2,20,italian         ,            ,45
3096,505,8,8,20,greek           ,            ,96
3286,1262,29,43,10,italian         ,          5 ,36
9931,2461,10,23,25,italian         ,          4 ,48
9167,906,7,33,20,italian         ,            ,36
17455,2737,28,32,20,american        ,            ,42
7848,2263,20,41,15,american        ,            ,30
1314,613,14,24,30,indian          ,            ,64
11096,1925,10,20,20,italian         ,          5 ,45
7451,1423,3,10,10,turkish         ,          3 ,45
26804,1178,4,9,20,japanese        ,          5 ,90
14707,1066,13,36,15,american        ,          3 ,48
11246,2530,10,13,45,thai            ,          5 ,45
9632,1767,1,46,10,american        ,          4 ,64
5073,385,11,14,15,italian         ,            ,63
20620,2456,5,15,15,japanese        ,          5 ,40
5276,2759,11,14,40,american        ,            ,35
18654,2283,4,22,20,american        ,          5 ,54
21059,2001,23,30,10,indian          ,            ,30
20372,3015,2,8,15,american        ,          3 ,48
23270,1720,5,18,20,italian         ,          5 ,45
23923,183,12,17,10,mexican         ,            ,108
25884,668,18,40,30,italian         ,          5 ,90
1858,2294,2,38,10,mexican         ,          4 ,40
20917,668,9,19,35,italian         ,          5 ,42
27796,1473,4,22,10,american        ,          5 ,45
10307,1710,6,39,10,american        ,          4 ,40
2766,1234,53,58,15,indian          ,            ,30
1542,1435,23,23,20,italian         ,            ,54
7263,678,2,22,10,greek           ,          5 ,30
19185,541,25,34,35,italian         ,            ,42
8435,1168,4,40,15,american        ,          4 ,35
24744,590,13,13,20,indian          ,            ,90
23048,391,14,18,35,turkish         ,            ,30
9476,2625,26,38,35,thai            ,            ,66
26908,538,38,38,30,italian         ,            ,35
22063,2168,1,9,50,japanese        ,          5 ,42
8564,24,27,30,35,indian          ,            ,54
3772,738,5,14,15,italian         ,          4 ,40
13461,2641,13,26,15,pizza           ,          5 ,56
17494,2586,27,45,25,indian          ,            ,99
4656,473,2,2,45,american        ,          5 ,54
25556,2250,4,12,10,american        ,          5 ,54
11435,1941,1,15,15,mexican         ,          4 ,30
26537,896,15,24,10,italian         ,          5 ,36
8267,416,21,22,35,indian          ,            ,112
13390,208,26,26,30,pizza           ,            ,63
9127,775,8,20,10,thai            ,          2 ,30
12099,2401,30,36,15,thai            ,            ,40
11724,217,6,8,10,american        ,            ,40
23241,2277,8,31,20,indian          ,          5 ,30
9097,268,68,70,20,indian          ,            ,35
1738,2739,66,70,30,american        ,            ,64
25892,2588,8,30,25,pizza           ,          3 ,56
562,2134,6,12,10,italian         ,          5 ,54
15358,1766,12,20,20,greek           ,          5 ,35
24228,2296,19,29,10,indian          ,            ,63
3346,1147,41,56,15,american        ,            ,30
11493,144,12,62,15,japanese        ,          5 ,30
9355,2664,12,13,15,pizza           ,            ,40
9629,1809,0,19,15,american        ,          4 ,81
8315,1189,13,14,20,italian         ,            ,40
20618,1007,2,12,15,american        ,          5 ,64
9720,1301,6,17,25,lebanese        ,          4 ,35
22422,2791,46,47,30,turkish         ,            ,45
26770,626,3,13,10,turkish         ,            ,45
59,2103,2,27,20,american        ,          3 ,35
15154,2056,5,32,10,italian         ,          5 ,35
3202,2729,35,38,30,indian          ,            ,40
27258,2515,9,13,25,italian         ,            ,45
18034,904,2,13,10,italian         ,          5 ,63
2511,2602,5,8,20,indian          ,          4 ,35
9829,297,68,79,15,indian          ,            ,40
17323,483,42,61,35,italian         ,            ,40
28154,1978,18,35,25,indian          ,            ,105
21179,1009,9,17,15,italian         ,          4 ,54
21744,717,37,58,15,italian         ,          5 ,48
11760,1396,16,24,20,italian         ,          4 ,42
16139,557,5,22,10,japanese        ,          5 ,63
10175,868,4,49,15,american        ,          4 ,40
13547,2578,55,60,30,indian          ,          4 ,99
19299,2950,4,6,15,italian         ,            ,40
19292,1877,34,51,20,italian         ,            ,30
23049,2469,12,16,20,indian          ,            ,48
5994,3045,2,8,20,american        ,          4 ,35
22704,542,22,24,40,american        ,            ,136
27139,2807,10,29,30,italian         ,            ,63
23639,2436,0,2,20,american        ,          1 ,119
28416,384,3,13,10,mexican         ,          5 ,54
2073,1692,2,4,15,italian         ,          5 ,72
12123,398,24,26,20,italian         ,            ,40
27651,278,76,89,40,italian         ,            ,35
5823,2779,1,44,15,turkish         ,          5 ,35
26918,196,1,19,15,american        ,          5 ,54
13336,2441,7,8,20,american        ,            ,72
16880,1929,22,24,20,italian         ,          5 ,48
3514,1151,20,31,15,italian         ,            ,35
23613,2702,16,28,40,mexican         ,            ,77
24854,123,28,29,25,american        ,            ,49
16270,2526,24,26,20,indian          ,          4 ,112
22931,477,26,26,20,american        ,            ,30
20739,2653,13,13,20,pizza           ,            ,203
16344,1398,3,32,15,american        ,          5 ,81
21367,2519,11,11,20,italian         ,            ,36
17151,1828,8,13,20,italian         ,            ,40
3783,1590,36,52,15,italian         ,            ,35
28064,1869,13,15,20,indian          ,            ,112
9337,467,3,4,20,indian          ,            ,42
20211,778,6,18,30,thai            ,          4 ,42
26928,617,6,58,10,thai            ,          4 ,40
10703,998,13,31,30,indian          ,            ,36
2861,1792,7,22,10,italian         ,          5 ,35
1222,1759,57,66,15,italian         ,          5 ,54
21898,2688,7,10,10,pizza           ,            ,54
4865,2114,5,9,20,thai            ,          4 ,48
13281,1382,4,19,20,japanese        ,          5 ,36
20483,1953,19,35,15,indian          ,            ,30
6086,2692,0,7,20,american        ,          4 ,40
12547,1002,7,25,10,greek           ,          5 ,42
15270,1660,14,27,20,thai            ,          4 ,36
4925,143,8,12,30,american        ,          5 ,40
4533,1011,16,45,15,american        ,            ,56
1673,2204,2,9,10,japanese        ,          5 ,54
21756,1314,8,18,15,indian          ,          5 ,48
21939,2031,9,14,15,italian         ,          4 ,45
4056,2898,47,54,30,pizza           ,            ,48
24167,2528,6,10,20,italian         ,          5 ,30
25517,1006,4,6,10,indian          ,            ,48
10001,2193,3,7,15,american        ,          2 ,45
22017,2549,8,9,35,italian         ,          5 ,63
11954,2856,30,30,45,american        ,            ,248
25009,84,36,43,20,asian           ,            ,40
10238,2449,48,59,25,pizza           ,            ,152
22960,535,16,16,25,italian         ,            ,48
10256,2392,18,39,10,italian         ,          5 ,48
13306,2556,3,15,20,pizza           ,          4 ,30
9488,671,35,56,30,italian         ,          5 ,45
21504,2523,15,18,25,indian          ,          5 ,36
12880,93,29,51,40,indian          ,          5 ,45
26082,1531,6,22,10,italian         ,          5 ,35
4318,2560,6,38,10,mexican         ,          4 ,45
9981,1606,8,22,15,italian         ,          4 ,54
5520,286,1,14,15,american        ,          3 ,48
859,2518,22,32,20,american        ,            ,30
21868,829,5,29,15,japanese        ,          5 ,66
5973,2517,8,10,20,indian          ,            ,90
7876,78,1,15,20,american        ,          4 ,60
596,1513,10,15,15,greek           ,            ,56
8805,407,33,48,25,italian         ,            ,35
9187,2216,1,14,15,american        ,          5 ,36
10971,926,9,42,15,italian         ,            ,54
9747,2769,28,30,50,pizza           ,            ,98
14353,2223,4,58,15,american        ,          4 ,42
22844,342,17,18,30,indian          ,            ,48
1952,1452,12,17,20,italian         ,            ,35
9121,951,17,37,30,american        ,          3 ,49
22706,2081,22,24,15,italian         ,            ,108
21785,879,4,34,15,italian         ,          5 ,63
19914,2554,14,14,30,greek           ,            ,56
7911,278,1,1,45,italian         ,            ,45
14782,2102,10,22,15,italian         ,          5 ,30
7831,2472,8,10,40,indian          ,          5 ,35
2514,2440,4,7,20,american        ,          2 ,35
6733,2883,43,43,45,indian          ,            ,72
5560,1669,4,24,15,american        ,          4 ,96
28301,26,26,28,30,american        ,            ,45
7861,1144,1,10,10,japanese        ,          4 ,72
11028,1511,15,58,20,american        ,            ,30
4701,799,3,13,10,italian         ,          5 ,45
2234,1053,1,20,15,italian         ,          4 ,54
26045,1744,2,8,20,italian         ,          3 ,30
17561,954,2,40,10,italian         ,          4 ,45
16161,766,16,40,20,vietnamese      ,          5 ,35
15093,2564,1,17,10,turkish         ,          5 ,42
11927,2470,19,22,30,indian          ,            ,54
20661,2975,5,28,35,indian          ,          5 ,30
9216,2218,1,51,20,american        ,          5 ,112
22187,1302,3,7,15,indian          ,          3 ,60
21045,2519,9,9,20,italian         ,            ,108
5425,1892,14,30,15,mexican         ,          4 ,30
13266,3048,18,18,15,turkish         ,          5 ,42
15568,2089,27,28,15,indian          ,            ,42
12502,1014,1,10,15,american        ,          4 ,64
7493,2598,62,71,35,italian         ,          5 ,48
23685,696,6,12,15,italian         ,          4 ,70
8996,925,34,62,15,italian         ,          5 ,63
1551,1549,15,22,10,american        ,            ,42
17394,1115,16,27,20,italian         ,          5 ,48
14843,2926,38,38,10,italian         ,          5 ,42
10930,1379,2,12,20,japanese        ,          5 ,56
19694,2642,28,29,30,italian         ,            ,42
5096,2583,8,8,40,indian          ,            ,45
17033,1677,12,28,20,turkish         ,          3 ,42
3244,474,36,37,20,italian         ,            ,35
11055,2515,7,8,25,italian         ,            ,42
728,1874,17,28,15,lebanese        ,          3 ,45
16126,2199,1,27,30,japanese        ,          4 ,36
14592,433,8,13,20,italian         ,            ,49
9134,1021,1,4,20,italian         ,          2 ,40
8170,2637,8,9,35,indian          ,            ,72
332,2807,10,10,40,italian         ,            ,40
7028,1031,6,52,15,japanese        ,          5 ,30
13810,1097,18,28,20,italian         ,            ,36
212,1572,12,24,25,italian         ,            ,72
27275,1605,6,19,20,thai            ,          4 ,40
2264,1835,30,38,20,american        ,          5 ,48
6344,2371,7,20,15,american        ,          5 ,48
27390,2564,4,30,20,turkish         ,          5 ,48
18166,155,36,38,30,mexican         ,            ,35
11368,103,21,30,30,american        ,          5 ,40
3544,2747,6,7,30,american        ,            ,36
1439,2700,2,2,25,pizza           ,            ,42
10708,1689,1,26,10,american        ,          4 ,40
19253,2748,27,38,15,mexican         ,            ,42
16252,2354,3,8,15,italian         ,            ,56
18819,2622,1,4,40,thai            ,            ,63
23654,2625,42,58,45,thai            ,            ,56
4793,2192,1,3,30,american        ,            ,54
9421,843,3,7,15,indian          ,          3 ,30
26726,2491,7,10,15,mexican         ,            ,42
23213,780,1,25,20,japanese        ,          4 ,72
25622,2920,3,15,15,asian           ,          4 ,45
6476,2782,10,53,30,indian          ,          4 ,135
9507,2742,6,59,10,italian         ,          4 ,96
18803,2444,62,66,15,italian         ,            ,64
921,2742,3,38,10,italian         ,          4 ,48
12172,2139,8,14,15,italian         ,            ,48
16397,1722,5,17,20,italian         ,          5 ,96
4869,202,58,61,20,indian          ,          3 ,56
819,2639,13,22,25,pizza           ,            ,30
15873,2183,28,31,20,italian         ,            ,48
10977,2947,21,31,30,indian          ,          5 ,30
9897,2742,4,63,10,italian         ,          4 ,35
454,1102,34,53,20,american        ,            ,42
9242,2807,49,53,25,italian         ,            ,70
19360,2558,20,22,30,american        ,            ,192
9849,2715,23,25,20,pizza           ,            ,132
3458,54,23,35,20,indian          ,          5 ,40
25055,863,8,43,10,american        ,          4 ,48
28144,885,8,8,15,mexican         ,            ,35
25322,2824,4,15,20,thai            ,          5 ,35
26601,181,26,31,20,turkish         ,            ,70
24562,1144,5,31,15,japanese        ,          4 ,40
941,2215,3,52,15,american        ,          5 ,45
2740,2545,6,8,45,pizza           ,            ,48
11797,2717,22,23,20,indian          ,            ,30
4197,85,6,32,10,mexican         ,          5 ,63
22813,353,27,31,20,american        ,            ,91
26648,2739,56,59,30,american        ,            ,63
27863,2235,6,7,20,indian          ,            ,48
4072,1662,11,84,20,thai            ,          5 ,48
17785,2630,15,17,30,american        ,            ,42
24753,605,59,65,20,italian         ,            ,40
8223,578,46,46,30,italian         ,            ,30
8124,868,2,40,15,american        ,          4 ,42
6364,1368,30,30,25,american        ,          5 ,99
14451,2645,62,74,30,italian         ,          4 ,35
5797,1334,14,18,20,japanese        ,            ,36
3678,1748,3,18,15,american        ,          5 ,49
8865,1429,0,5,20,american        ,          4 ,35
26542,215,10,12,15,indian          ,            ,56
19763,2880,3,19,20,japanese        ,          5 ,63
21427,14,18,19,15,italian         ,            ,40
5189,123,6,7,20,american        ,            ,48
17493,1627,10,15,20,indian          ,            ,30
16777,2168,3,31,40,japanese        ,          5 ,99
10309,26,35,37,30,american        ,            ,56
19614,2762,48,50,25,indian          ,            ,40
2263,333,26,40,20,american        ,            ,40
23454,1000,6,8,30,japanese        ,            ,200
21734,2710,53,58,30,pizza           ,          3 ,84
23350,1246,8,12,15,italian         ,            ,80
22381,1016,7,31,15,japanese        ,          5 ,48
13187,1192,1,8,10,thai            ,          5 ,42
1780,2265,57,57,25,italian         ,            ,48
2554,2204,0,4,10,japanese        ,          5 ,77
28390,58,7,8,30,indian          ,            ,56
2687,1395,13,35,10,mexican         ,          2 ,48
1041,2609,9,22,25,pizza           ,          4 ,42
26696,595,12,12,45,italian         ,            ,42
17948,1437,1,10,15,japanese        ,          3 ,35
16940,963,1,11,20,thai            ,          5 ,36
3072,618,18,59,40,turkish         ,            ,30
7530,790,0,18,10,asian           ,          5 ,40
20527,2881,6,22,10,thai            ,          4 ,66
17813,1065,2,17,15,american        ,          4 ,72
7767,2440,10,22,15,american        ,          2 ,81
11046,136,38,39,20,american        ,            ,63
17801,1003,1,6,20,mexican         ,          5 ,64
22512,1610,1,20,15,vietnamese      ,          5 ,81
15683,114,25,29,35,american        ,            ,48
24914,1911,8,26,15,italian         ,            ,30
15664,245,3,8,10,italian         ,          5 ,48
15129,2715,8,8,20,pizza           ,            ,80
25962,2350,18,20,15,italian         ,            ,35
7962,1623,0,7,15,american        ,          5 ,35
7400,2515,6,8,20,italian         ,            ,77
27414,635,4,15,15,american        ,          4 ,70
24374,214,16,30,15,thai            ,            ,54
20593,1961,2,4,15,indian          ,            ,42
10304,2270,15,15,20,turkish         ,            ,42
27412,2283,2,14,10,american        ,          5 ,35
5840,641,33,56,25,turkish         ,          4 ,35
2025,2696,20,28,20,italian         ,            ,56
25102,766,8,20,10,vietnamese      ,          5 ,40
23160,2733,7,8,10,italian         ,            ,40
9020,2223,0,33,15,american        ,          4 ,72
10895,317,42,58,15,european        ,          5 ,54
17398,1218,38,41,25,american        ,            ,48
14832,2731,9,15,20,indian          ,          5 ,30
29,726,6,64,20,american        ,          4 ,36
9719,2169,18,19,20,indian          ,            ,35
356,1742,6,33,20,japanese        ,          4 ,45
3171,812,2,14,15,american        ,          5 ,45
